motherboard_brand,motherboard_chipset,cpu_brand,cpu_model,ram_brand,ram_size_gb,ram_type,ram_speed_mhz,gpu_brand,gpu_model,cooler_brand,cooler_type,cabinet_brand,cabinet_type,psu_brand,psu_wattage,storage_type,storage_capacity_gb,total_price
evga,z790,intel,intel_core_i5-13600k,adata,16_gb,ddr5,3200_mhz,nvidia,rtx_4070,be_quiet!,aio_120mm,cooler_master,mid_tower,cooler_master,750_wattage,ssd_nvme,256_gb,193996.0
gigabyte,b650,amd,amd_ryzen_5_7600x,teamgroup,32_gb,ddr5,5600_mhz,nvidia,rtx_3060,noctua,air,cooler_master,full_tower,cooler_master,650_wattage,ssd_sata,2000_gb,131166.0
biostar,h610,intel,intel_pentium_gold_g7400,kingston,8_gb,ddr4,3600_mhz,nvidia,rtx_4080,deepcool,aio_120mm,antec,mid_tower,corsair_(budget),850_wattage,ssd_nvme,512_gb,158468.0
biostar,h610,intel,intel_core_i3-13100,kingston,16_gb,ddr4,2400_mhz,amd,radeon_rx_7800_xt,cooler_master,air,thermaltake,mini-itx,corsair_(budget),750_wattage,ssd_nvme,256_gb,161088.0
gigabyte,h610,intel,intel_core_i3-13100,kingston,16_gb,ddr4,3200_mhz,nvidia,rtx_4070,be_quiet!,air,generic,mid_tower,corsair_(budget),1000_wattage,ssd_sata,256_gb,152674.0
asus,x570,amd,amd_ryzen_7_7700x,crucial,32_gb,ddr5,3200_mhz,nvidia,rtx_3060,cooler_master,air,cooler_master,mid_tower,antec,650_wattage,ssd_nvme,512_gb,147086.0
asus,x570,amd,amd_ryzen_5_5600x,kingston,16_gb,ddr5,4800_mhz,amd,radeon_rx_6500_xt,cooler_master,air,antec,full_tower,cooler_master,650_wattage,ssd_sata,512_gb,84274.0
msi,b550,amd,amd_ryzen_9_7950x,patriot,32_gb,ddr5,3200_mhz,nvidia,rtx_3060,stock_cooler,air,corsair,microatx,seasonic,650_wattage,ssd_nvme,512_gb,164315.0
asrock,x670,amd,amd_ryzen_5_7600x,corsair,16_gb,ddr5,3200_mhz,nvidia,rtx_4090,cooler_master,air,cooler_master,microatx,evga,1200_wattage,ssd_nvme,256_gb,326180.70000000007
asus,z690,intel,intel_pentium_gold_g7400,g_skill,16_gb,ddr5,5200_mhz,amd,radeon_rx_7600,cooler_master,air,generic,mid_tower,evga,850_wattage,ssd_sata,256_gb,106100.0
asus,b650,amd,amd_ryzen_7_7700x,crucial,16_gb,ddr5,4800_mhz,nvidia,rtx_4080,deepcool,aio_360mm,thermaltake,full_tower,seasonic,750_wattage,ssd_nvme,512_gb,208217.0
evga,x670,amd,amd_ryzen_5_7600x,adata,8_gb,ddr4,2400_mhz,nvidia,rtx_4080,deepcool,aio_240mm,generic,mini-itx,corsair,850_wattage,ssd_nvme,2000_gb,220411.0
msi,b660,intel,intel_core_i3-13100,g_skill,8_gb,ddr5,3600_mhz,amd,radeon_rx_7800_xt,deepcool,air,nzxt,mid_tower,cooler_master,750_wattage,ssd_sata,512_gb,172846.0
asrock,a520,amd,amd_ryzen_9_7950x,adata,16_gb,ddr5,5600_mhz,nvidia,rtx_3060,noctua,air,generic,mini-itx,antec,750_wattage,ssd_nvme,512_gb,140901.0
gigabyte,h610,intel,intel_core_i7-13700k,teamgroup,32_gb,ddr5,3600_mhz,nvidia,rtx_3060,cooler_master,air,generic,mini-itx,corsair_(budget),650_wattage,hdd,1000_gb,133360.0
biostar,b660,intel,intel_core_i3-13100,crucial,8_gb,ddr4,2666_mhz,nvidia,rtx_4090,noctua,air,generic,full_tower,evga,850_wattage,ssd_nvme,512_gb,296684.0
asus,a520,amd,amd_ryzen_5_7600x,patriot,16_gb,ddr4,3000_mhz,nvidia,rtx_4080,stock_cooler,aio_360mm,fractal_design,mini-itx,corsair_(budget),1000_wattage,ssd_sata,1000_gb,215562.0
asrock,a520,amd,amd_ryzen_7_7700x,patriot,8_gb,ddr4,4000_mhz,amd,radeon_rx_6500_xt,be_quiet!,air,generic,full_tower,cooler_master,450_wattage,ssd_sata,512_gb,81061.0
intel,b660,intel,intel_core_i9-13900k,corsair,8_gb,ddr4,4000_mhz,amd,radeon_rx_7600,stock_cooler,air,antec,microatx,cooler_master,750_wattage,ssd_nvme,2000_gb,145307.0
evga,z690,intel,intel_pentium_gold_g7400,crucial,8_gb,ddr4,3000_mhz,amd,radeon_rx_7600,noctua,air,corsair,mid_tower,evga,650_wattage,ssd_sata,2000_gb,95240.0
biostar,h670,intel,intel_core_i7-13700k,corsair,8_gb,ddr4,2666_mhz,nvidia,gtx_1650,stock_cooler,aio_120mm,cooler_master,full_tower,antec,550_wattage,ssd_nvme,256_gb,84364.0
intel,h610,intel,intel_core_i5-13600k,g_skill,8_gb,ddr4,2666_mhz,nvidia,rtx_4090,noctua,air,fractal_design,mini-itx,cooler_master,1200_wattage,ssd_sata,1000_gb,319374.0
asrock,b660,intel,intel_core_i3-13100,teamgroup,8_gb,ddr4,2666_mhz,nvidia,rtx_4090,corsair,aio_240mm,generic,full_tower,antec,1000_wattage,ssd_nvme,2000_gb,290267.0
asus,h670,intel,intel_core_i5-13600k,patriot,8_gb,ddr4,2400_mhz,nvidia,rtx_3060,cooler_master,stock,corsair,mid_tower,cooler_master,850_wattage,ssd_sata,512_gb,94668.0
asus,h670,intel,intel_core_i9-13900k,crucial,16_gb,ddr5,5600_mhz,nvidia,rtx_4090,be_quiet!,aio_120mm,nzxt,microatx,antec,1200_wattage,hdd,1000_gb,326180.70000000007
intel,a520,amd,amd_ryzen_9_7950x,adata,32_gb,ddr5,5200_mhz,nvidia,gtx_1650,noctua,air,thermaltake,microatx,corsair_(budget),550_wattage,ssd_sata,1000_gb,128651.0
gigabyte,b660,intel,intel_core_i5-13600k,crucial,32_gb,ddr4,2666_mhz,nvidia,rtx_3060,corsair,air,antec,mid_tower,cooler_master,650_wattage,ssd_sata,1000_gb,109683.0
asus,a520,amd,amd_ryzen_7_7700x,adata,16_gb,ddr4,2666_mhz,amd,radeon_rx_7800_xt,cooler_master,air,cooler_master,full_tower,antec,850_wattage,hdd,1000_gb,218965.0
msi,h670,intel,intel_core_i3-13100,adata,16_gb,ddr4,3000_mhz,nvidia,rtx_4090,deepcool,air,generic,full_tower,seasonic,1200_wattage,ssd_nvme,2000_gb,311616.0
asrock,b650,amd,amd_ryzen_9_7950x,g_skill,16_gb,ddr4,2666_mhz,nvidia,rtx_4070,stock_cooler,aio_120mm,fractal_design,mini-itx,cooler_master,750_wattage,ssd_nvme,2000_gb,240389.0
biostar,h610,intel,intel_core_i5-13600k,kingston,8_gb,ddr4,3200_mhz,amd,radeon_rx_7600,corsair,air,antec,mini-itx,seasonic,850_wattage,ssd_sata,2000_gb,107279.0
evga,x570,amd,amd_ryzen_9_7950x,kingston,32_gb,ddr5,3200_mhz,nvidia,gtx_1650,corsair,aio_240mm,thermaltake,microatx,evga,650_wattage,ssd_sata,512_gb,148205.0
evga,h610,intel,intel_core_i5-13600k,g_skill,32_gb,ddr4,2666_mhz,nvidia,rtx_4070,corsair,air,fractal_design,mid_tower,antec,1000_wattage,ssd_sata,2000_gb,200223.0
biostar,a520,amd,amd_ryzen_5_5600x,corsair,32_gb,ddr5,3600_mhz,nvidia,gtx_1650,deepcool,air,corsair,mid_tower,seasonic,650_wattage,ssd_nvme,2000_gb,90810.0
biostar,b650,amd,amd_ryzen_7_7700x,teamgroup,16_gb,ddr4,2666_mhz,nvidia,rtx_3060,deepcool,air,corsair,mini-itx,antec,750_wattage,ssd_sata,512_gb,119801.0
msi,x670,amd,amd_ryzen_5_7600x,adata,16_gb,ddr4,2400_mhz,nvidia,rtx_4070,deepcool,aio_240mm,cooler_master,microatx,evga,750_wattage,ssd_nvme,512_gb,222141.0
asus,b650,amd,amd_ryzen_5_5600x,patriot,64_gb,ddr5,3200_mhz,nvidia,rtx_4080,stock_cooler,aio_240mm,antec,mini-itx,corsair,1000_wattage,ssd_nvme,256_gb,222546.0
asrock,h670,intel,intel_core_i9-13900k,corsair,16_gb,ddr5,3600_mhz,amd,radeon_rx_7900_xtx,stock_cooler,air,thermaltake,full_tower,antec,850_wattage,ssd_nvme,256_gb,326180.70000000007
msi,b660,intel,intel_pentium_gold_g7400,adata,64_gb,ddr5,5200_mhz,nvidia,rtx_4090,cooler_master,aio_240mm,corsair,mid_tower,corsair,850_wattage,ssd_sata,512_gb,326180.70000000007
evga,x670,amd,amd_ryzen_9_7950x,patriot,8_gb,ddr5,4800_mhz,nvidia,rtx_4090,noctua,aio_360mm,antec,mini-itx,corsair,850_wattage,ssd_sata,256_gb,326180.70000000007
gigabyte,a520,amd,amd_ryzen_7_7700x,adata,8_gb,ddr4,3000_mhz,nvidia,rtx_4080,deepcool,stock,fractal_design,microatx,seasonic,1000_wattage,ssd_sata,256_gb,179958.0
asrock,b550,amd,amd_ryzen_9_7950x,teamgroup,16_gb,ddr5,3600_mhz,nvidia,rtx_4070,stock_cooler,aio_360mm,corsair,microatx,cooler_master,750_wattage,ssd_nvme,1000_gb,246302.0
intel,b550,amd,amd_athlon_3000g,adata,8_gb,ddr5,5600_mhz,nvidia,gtx_1650,stock_cooler,aio_240mm,antec,microatx,antec,650_wattage,ssd_sata,512_gb,48734.0
intel,z690,intel,intel_core_i3-13100,teamgroup,16_gb,ddr4,3000_mhz,nvidia,rtx_4090,be_quiet!,aio_120mm,corsair,mid_tower,cooler_master,1200_wattage,ssd_nvme,1000_gb,316496.0
asus,h670,intel,intel_core_i9-13900k,corsair,16_gb,ddr4,2400_mhz,nvidia,gtx_1650,be_quiet!,aio_120mm,fractal_design,mini-itx,seasonic,450_wattage,ssd_nvme,2000_gb,120555.0
asus,z790,intel,intel_core_i3-13100,patriot,8_gb,ddr5,4800_mhz,nvidia,rtx_4070,corsair,aio_240mm,corsair,microatx,corsair_(budget),1000_wattage,ssd_nvme,512_gb,191769.0
msi,x570,amd,amd_ryzen_5_5600x,teamgroup,8_gb,ddr5,3200_mhz,nvidia,rtx_4090,stock_cooler,aio_120mm,fractal_design,microatx,seasonic,1200_wattage,ssd_nvme,256_gb,326180.70000000007
asrock,h610,intel,intel_pentium_gold_g7400,g_skill,16_gb,ddr4,4000_mhz,nvidia,rtx_4090,be_quiet!,aio_120mm,fractal_design,microatx,seasonic,1200_wattage,hdd,2000_gb,294967.0
biostar,h610,intel,intel_core_i3-13100,teamgroup,16_gb,ddr5,5600_mhz,nvidia,rtx_4080,stock_cooler,air,antec,full_tower,seasonic,1000_wattage,ssd_sata,1000_gb,176283.0
asrock,b550,amd,amd_athlon_3000g,patriot,16_gb,ddr5,5200_mhz,nvidia,gtx_1650,deepcool,air,corsair,mini-itx,evga,450_wattage,ssd_nvme,256_gb,50223.0
asus,b660,intel,intel_pentium_gold_g7400,crucial,8_gb,ddr4,4000_mhz,nvidia,rtx_3060,stock_cooler,air,fractal_design,microatx,evga,850_wattage,ssd_nvme,1000_gb,85003.0
intel,b650,amd,amd_ryzen_5_5600x,patriot,16_gb,ddr5,5600_mhz,nvidia,gtx_1650,stock_cooler,stock,corsair,mid_tower,corsair_(budget),450_wattage,ssd_nvme,2000_gb,71567.0
biostar,b660,intel,intel_core_i7-13700k,kingston,16_gb,ddr4,2400_mhz,amd,radeon_rx_7600,stock_cooler,aio_120mm,fractal_design,mini-itx,evga,850_wattage,hdd,1000_gb,117857.0
biostar,h670,intel,intel_pentium_gold_g7400,kingston,8_gb,ddr4,4000_mhz,nvidia,rtx_4070,be_quiet!,aio_120mm,generic,mid_tower,cooler_master,850_wattage,ssd_sata,512_gb,148617.0
asrock,x670,amd,amd_ryzen_5_7600x,kingston,16_gb,ddr5,3200_mhz,nvidia,rtx_4070,be_quiet!,air,antec,full_tower,corsair,750_wattage,hdd,1000_gb,206619.0
intel,h670,intel,intel_core_i7-13700k,corsair,8_gb,ddr5,3200_mhz,nvidia,rtx_4080,stock_cooler,air,nzxt,full_tower,corsair,1000_wattage,ssd_nvme,1000_gb,199248.0
asrock,b660,intel,intel_core_i3-13100,crucial,16_gb,ddr4,4000_mhz,nvidia,rtx_4090,be_quiet!,air,cooler_master,mid_tower,evga,1200_wattage,ssd_nvme,2000_gb,326180.70000000007
asrock,b650,amd,amd_ryzen_9_7950x,g_skill,8_gb,ddr5,5600_mhz,nvidia,rtx_4080,stock_cooler,aio_120mm,nzxt,full_tower,antec,750_wattage,ssd_nvme,256_gb,230869.0
msi,x570,amd,amd_ryzen_5_7600x,teamgroup,16_gb,ddr4,2666_mhz,amd,radeon_rx_7600,cooler_master,aio_240mm,nzxt,microatx,evga,650_wattage,ssd_nvme,512_gb,113338.0
gigabyte,z690,intel,intel_core_i5-13600k,patriot,8_gb,ddr5,5600_mhz,amd,radeon_rx_7800_xt,deepcool,air,antec,full_tower,evga,850_wattage,ssd_nvme,1000_gb,195565.0
gigabyte,b660,intel,intel_core_i3-13100,patriot,16_gb,ddr5,5200_mhz,nvidia,rtx_4070,noctua,air,generic,mini-itx,antec,750_wattage,ssd_sata,256_gb,164408.0
evga,x670,amd,amd_athlon_3000g,adata,16_gb,ddr4,2400_mhz,nvidia,gtx_1650,be_quiet!,air,cooler_master,microatx,corsair_(budget),650_wattage,ssd_nvme,256_gb,62031.0
intel,b550,amd,amd_ryzen_7_7700x,g_skill,16_gb,ddr4,3200_mhz,amd,radeon_rx_7800_xt,deepcool,aio_360mm,generic,microatx,evga,850_wattage,ssd_sata,1000_gb,223415.0
asus,a520,amd,amd_ryzen_9_7950x,patriot,64_gb,ddr5,4800_mhz,nvidia,gtx_1650,stock_cooler,air,generic,mid_tower,seasonic,550_wattage,ssd_nvme,1000_gb,156343.0
asus,h610,intel,intel_pentium_gold_g7400,crucial,8_gb,ddr4,3600_mhz,nvidia,rtx_4080,cooler_master,air,nzxt,full_tower,corsair_(budget),850_wattage,ssd_sata,2000_gb,150211.0
asus,z690,intel,intel_core_i3-13100,g_skill,16_gb,ddr4,2666_mhz,nvidia,rtx_4090,cooler_master,air,corsair,microatx,corsair_(budget),1200_wattage,ssd_sata,1000_gb,326180.70000000007
asrock,h670,intel,intel_pentium_gold_g7400,g_skill,32_gb,ddr4,3600_mhz,nvidia,rtx_4070,stock_cooler,air,thermaltake,mid_tower,seasonic,850_wattage,ssd_nvme,2000_gb,168015.0
asrock,b550,amd,amd_ryzen_7_7700x,corsair,32_gb,ddr5,3200_mhz,amd,radeon_rx_7800_xt,be_quiet!,aio_240mm,generic,microatx,corsair,850_wattage,ssd_nvme,2000_gb,249788.0
intel,h610,intel,intel_pentium_gold_g7400,crucial,8_gb,ddr5,3600_mhz,nvidia,rtx_4090,be_quiet!,air,antec,mid_tower,antec,850_wattage,ssd_sata,1000_gb,277161.0
evga,h610,intel,intel_core_i3-13100,kingston,32_gb,ddr5,4800_mhz,nvidia,rtx_3060,deepcool,aio_120mm,corsair,mini-itx,evga,750_wattage,ssd_nvme,2000_gb,116397.0
evga,b650,amd,amd_ryzen_9_7950x,teamgroup,16_gb,ddr4,2400_mhz,amd,radeon_rx_6500_xt,be_quiet!,aio_120mm,nzxt,full_tower,corsair,650_wattage,ssd_sata,2000_gb,126963.0
gigabyte,z690,intel,intel_core_i9-13900k,corsair,16_gb,ddr5,5200_mhz,nvidia,gtx_1650,be_quiet!,air,corsair,microatx,corsair_(budget),450_wattage,ssd_nvme,512_gb,126160.0
evga,b650,amd,amd_athlon_3000g,g_skill,16_gb,ddr5,3600_mhz,nvidia,rtx_4080,corsair,aio_240mm,fractal_design,microatx,corsair,1000_wattage,ssd_nvme,256_gb,173856.0
biostar,a520,amd,amd_athlon_3000g,teamgroup,8_gb,ddr4,3200_mhz,nvidia,gtx_1650,cooler_master,air,nzxt,mini-itx,antec,450_wattage,ssd_sata,1000_gb,38755.0
asrock,b650,amd,amd_athlon_3000g,kingston,64_gb,ddr5,5200_mhz,nvidia,rtx_4090,corsair,air,corsair,full_tower,evga,1000_wattage,ssd_nvme,1000_gb,326180.70000000007
asus,h610,intel,intel_core_i5-13600k,crucial,16_gb,ddr4,3600_mhz,nvidia,rtx_4080,cooler_master,air,cooler_master,full_tower,antec,750_wattage,ssd_sata,256_gb,175910.0
biostar,x670,amd,amd_ryzen_5_5600x,teamgroup,16_gb,ddr4,3200_mhz,nvidia,rtx_4070,be_quiet!,aio_360mm,generic,mini-itx,seasonic,1000_wattage,ssd_sata,2000_gb,199198.0
asrock,z690,intel,intel_core_i5-13600k,corsair,16_gb,ddr5,4800_mhz,nvidia,rtx_4090,deepcool,aio_120mm,thermaltake,mini-itx,seasonic,1000_wattage,hdd,2000_gb,326180.70000000007
asrock,b660,intel,intel_core_i7-13700k,teamgroup,16_gb,ddr5,3600_mhz,nvidia,gtx_1650,noctua,aio_240mm,thermaltake,microatx,seasonic,450_wattage,ssd_sata,2000_gb,102163.0
msi,h610,intel,intel_core_i3-13100,patriot,16_gb,ddr5,4800_mhz,nvidia,gtx_1650,noctua,aio_240mm,generic,mini-itx,corsair,650_wattage,ssd_nvme,1000_gb,63436.0
gigabyte,x670,amd,amd_ryzen_5_7600x,corsair,16_gb,ddr4,3600_mhz,nvidia,gtx_1650,corsair,air,fractal_design,microatx,antec,550_wattage,ssd_sata,512_gb,90346.0
asrock,b550,amd,amd_ryzen_5_7600x,crucial,32_gb,ddr5,3600_mhz,nvidia,rtx_4070,corsair,aio_240mm,fractal_design,mini-itx,corsair_(budget),850_wattage,hdd,2000_gb,209998.0
evga,b650,amd,amd_ryzen_7_7700x,kingston,32_gb,ddr4,2666_mhz,amd,radeon_rx_7900_xtx,deepcool,aio_120mm,fractal_design,mid_tower,seasonic,1200_wattage,hdd,2000_gb,326180.70000000007
asrock,z690,intel,intel_core_i5-13600k,adata,32_gb,ddr5,4800_mhz,nvidia,rtx_4070,deepcool,stock,cooler_master,microatx,antec,1000_wattage,ssd_nvme,2000_gb,234073.0
gigabyte,x570,amd,amd_ryzen_5_7600x,g_skill,32_gb,ddr5,4800_mhz,nvidia,rtx_4080,noctua,aio_120mm,corsair,mini-itx,corsair,1000_wattage,ssd_nvme,2000_gb,231995.0
biostar,b650,amd,amd_ryzen_5_7600x,corsair,16_gb,ddr4,3200_mhz,nvidia,rtx_3060,cooler_master,aio_240mm,generic,microatx,cooler_master,650_wattage,ssd_nvme,1000_gb,108291.0
asrock,b650,amd,amd_ryzen_5_7600x,corsair,8_gb,ddr5,3200_mhz,nvidia,gtx_1650,stock_cooler,aio_120mm,nzxt,full_tower,corsair,650_wattage,ssd_nvme,1000_gb,81325.0
msi,z790,intel,intel_core_i9-13900k,corsair,16_gb,ddr5,5200_mhz,nvidia,rtx_3060,deepcool,aio_240mm,nzxt,full_tower,corsair,750_wattage,ssd_nvme,1000_gb,176832.0
intel,b650,amd,amd_ryzen_9_7950x,teamgroup,64_gb,ddr5,3200_mhz,amd,radeon_rx_7900_xtx,cooler_master,air,cooler_master,mini-itx,corsair,1200_wattage,ssd_nvme,256_gb,326180.70000000007
gigabyte,x670,amd,amd_ryzen_7_7700x,patriot,8_gb,ddr4,2666_mhz,nvidia,rtx_4070,corsair,aio_120mm,corsair,mid_tower,corsair_(budget),1000_wattage,ssd_nvme,1000_gb,209971.0
asus,h610,intel,intel_core_i3-13100,teamgroup,16_gb,ddr4,3000_mhz,nvidia,gtx_1650,cooler_master,air,thermaltake,mini-itx,corsair_(budget),550_wattage,ssd_sata,1000_gb,50998.0
asrock,h670,intel,intel_core_i9-13900k,kingston,16_gb,ddr5,3600_mhz,nvidia,gtx_1650,stock_cooler,air,thermaltake,full_tower,cooler_master,450_wattage,ssd_nvme,1000_gb,124424.0
asrock,b650,amd,amd_athlon_3000g,adata,32_gb,ddr4,3000_mhz,nvidia,gtx_1650,cooler_master,aio_120mm,thermaltake,full_tower,cooler_master,550_wattage,ssd_nvme,256_gb,57647.0
intel,x670,amd,amd_ryzen_7_7700x,corsair,16_gb,ddr4,2400_mhz,nvidia,rtx_3060,be_quiet!,aio_120mm,nzxt,mini-itx,corsair,850_wattage,hdd,2000_gb,145304.0
intel,x670,amd,amd_ryzen_5_5600x,adata,16_gb,ddr5,4800_mhz,nvidia,rtx_4090,corsair,aio_120mm,generic,mini-itx,antec,850_wattage,ssd_sata,2000_gb,326180.70000000007
biostar,b650,amd,amd_ryzen_7_7700x,patriot,16_gb,ddr4,4000_mhz,nvidia,rtx_3060,deepcool,aio_360mm,corsair,microatx,seasonic,850_wattage,ssd_nvme,1000_gb,137293.0
intel,a520,amd,amd_ryzen_5_7600x,teamgroup,16_gb,ddr5,5600_mhz,amd,radeon_rx_7800_xt,be_quiet!,aio_360mm,fractal_design,microatx,corsair_(budget),750_wattage,ssd_nvme,256_gb,192361.0
asus,a520,amd,amd_ryzen_5_7600x,g_skill,32_gb,ddr5,4800_mhz,nvidia,gtx_1650,be_quiet!,air,cooler_master,full_tower,antec,550_wattage,ssd_nvme,1000_gb,94590.0
evga,z790,intel,intel_core_i7-13700k,kingston,16_gb,ddr4,3200_mhz,nvidia,gtx_1650,noctua,aio_120mm,antec,microatx,evga,450_wattage,ssd_sata,2000_gb,100085.0
evga,h610,intel,intel_core_i7-13700k,patriot,16_gb,ddr5,3200_mhz,nvidia,rtx_4090,be_quiet!,air,corsair,full_tower,cooler_master,1200_wattage,ssd_sata,256_gb,326180.70000000007
msi,z690,intel,intel_core_i3-13100,corsair,16_gb,ddr4,3600_mhz,nvidia,rtx_4090,deepcool,aio_240mm,corsair,microatx,cooler_master,1000_wattage,ssd_nvme,512_gb,314137.0
gigabyte,h610,intel,intel_core_i3-13100,corsair,16_gb,ddr5,4800_mhz,nvidia,rtx_4070,stock_cooler,air,cooler_master,microatx,corsair,850_wattage,ssd_nvme,1000_gb,169394.0
asus,x670,amd,amd_ryzen_9_7950x,adata,32_gb,ddr5,3200_mhz,nvidia,rtx_4090,deepcool,air,thermaltake,full_tower,evga,1200_wattage,ssd_sata,512_gb,326180.70000000007
biostar,b550,amd,amd_ryzen_5_5600x,kingston,8_gb,ddr5,3600_mhz,nvidia,gtx_1650,deepcool,aio_240mm,fractal_design,mini-itx,evga,650_wattage,ssd_nvme,2000_gb,72017.0
gigabyte,h670,intel,intel_core_i9-13900k,adata,16_gb,ddr4,2666_mhz,nvidia,rtx_3060,stock_cooler,air,thermaltake,mini-itx,corsair_(budget),750_wattage,ssd_nvme,1000_gb,142841.0
gigabyte,z790,intel,intel_pentium_gold_g7400,kingston,32_gb,ddr4,3600_mhz,nvidia,rtx_4080,deepcool,aio_240mm,fractal_design,full_tower,seasonic,1000_wattage,ssd_nvme,1000_gb,195321.0
biostar,h610,intel,intel_core_i7-13700k,teamgroup,8_gb,ddr4,3000_mhz,nvidia,gtx_1650,deepcool,stock,corsair,full_tower,antec,650_wattage,ssd_nvme,1000_gb,84000.0
intel,b660,intel,intel_core_i9-13900k,crucial,16_gb,ddr5,3600_mhz,nvidia,rtx_4090,noctua,aio_240mm,cooler_master,full_tower,corsair_(budget),850_wattage,ssd_nvme,2000_gb,326180.70000000007
evga,a520,amd,amd_ryzen_5_5600x,teamgroup,16_gb,ddr5,3600_mhz,amd,radeon_rx_7800_xt,noctua,aio_360mm,corsair,full_tower,seasonic,750_wattage,hdd,2000_gb,182101.0
asrock,x570,amd,amd_ryzen_7_7700x,corsair,16_gb,ddr5,4800_mhz,nvidia,gtx_1650,be_quiet!,aio_120mm,nzxt,mid_tower,seasonic,450_wattage,ssd_nvme,256_gb,104359.0
msi,a520,amd,amd_ryzen_9_7950x,crucial,32_gb,ddr5,5200_mhz,amd,radeon_rx_7600,noctua,aio_240mm,fractal_design,microatx,corsair,850_wattage,ssd_nvme,512_gb,173614.0
msi,h670,intel,intel_core_i9-13900k,patriot,32_gb,ddr4,3000_mhz,nvidia,rtx_4080,noctua,air,antec,mini-itx,cooler_master,1000_wattage,hdd,1000_gb,236074.0
gigabyte,h610,intel,intel_core_i7-13700k,patriot,32_gb,ddr5,3600_mhz,amd,radeon_rx_7900_xtx,corsair,aio_240mm,cooler_master,full_tower,seasonic,850_wattage,ssd_sata,256_gb,326180.70000000007
intel,x670,amd,amd_athlon_3000g,crucial,8_gb,ddr5,5200_mhz,nvidia,rtx_4090,noctua,air,thermaltake,full_tower,corsair,850_wattage,ssd_nvme,256_gb,317657.0
gigabyte,x670,amd,amd_ryzen_5_7600x,corsair,16_gb,ddr4,2666_mhz,nvidia,gtx_1650,stock_cooler,aio_120mm,corsair,microatx,corsair,550_wattage,ssd_nvme,1000_gb,91884.0
intel,b550,amd,amd_ryzen_5_5600x,kingston,16_gb,ddr4,4000_mhz,nvidia,rtx_4070,be_quiet!,air,nzxt,mid_tower,antec,1000_wattage,ssd_nvme,1000_gb,177997.0
biostar,b550,amd,amd_ryzen_5_7600x,kingston,32_gb,ddr5,5600_mhz,nvidia,rtx_3060,cooler_master,aio_360mm,cooler_master,full_tower,cooler_master,650_wattage,ssd_nvme,512_gb,130174.0
asus,a520,amd,amd_ryzen_5_5600x,adata,32_gb,ddr5,3600_mhz,nvidia,rtx_4070,corsair,air,generic,mid_tower,evga,850_wattage,ssd_nvme,256_gb,193091.0
evga,h670,intel,intel_core_i5-13600k,teamgroup,8_gb,ddr4,3200_mhz,amd,radeon_rx_6500_xt,be_quiet!,aio_360mm,generic,microatx,antec,450_wattage,ssd_sata,1000_gb,79215.0
evga,b660,intel,intel_pentium_gold_g7400,teamgroup,16_gb,ddr4,3000_mhz,nvidia,rtx_4070,stock_cooler,aio_120mm,thermaltake,microatx,evga,750_wattage,ssd_nvme,256_gb,178609.0
gigabyte,h670,intel,intel_core_i7-13700k,kingston,8_gb,ddr5,3600_mhz,amd,radeon_rx_7900_xtx,noctua,air,fractal_design,full_tower,corsair_(budget),1000_wattage,ssd_nvme,1000_gb,326180.70000000007
evga,b650,amd,amd_athlon_3000g,patriot,8_gb,ddr5,5600_mhz,amd,radeon_rx_7600,stock_cooler,aio_240mm,cooler_master,microatx,antec,650_wattage,ssd_sata,256_gb,89139.0
gigabyte,z690,intel,intel_core_i7-13700k,kingston,8_gb,ddr5,5200_mhz,nvidia,rtx_4070,corsair,air,thermaltake,mid_tower,antec,850_wattage,ssd_nvme,1000_gb,206287.0
biostar,b660,intel,intel_core_i5-13600k,crucial,8_gb,ddr4,3200_mhz,nvidia,rtx_4090,noctua,air,antec,microatx,evga,1000_wattage,ssd_sata,256_gb,301710.0
biostar,b650,amd,amd_ryzen_5_5600x,teamgroup,32_gb,ddr4,3200_mhz,nvidia,rtx_3060,cooler_master,air,cooler_master,mini-itx,corsair_(budget),850_wattage,ssd_sata,1000_gb,104437.0
asus,b660,intel,intel_core_i3-13100,crucial,32_gb,ddr5,4800_mhz,nvidia,rtx_4080,deepcool,aio_240mm,cooler_master,mid_tower,cooler_master,1000_wattage,ssd_nvme,512_gb,191800.0
asus,a520,amd,amd_ryzen_5_5600x,teamgroup,16_gb,ddr5,5200_mhz,nvidia,rtx_4070,cooler_master,air,antec,microatx,cooler_master,1000_wattage,ssd_nvme,2000_gb,186509.0
biostar,x670,amd,amd_ryzen_9_7950x,teamgroup,16_gb,ddr5,4800_mhz,nvidia,rtx_4090,cooler_master,aio_360mm,antec,mid_tower,seasonic,1200_wattage,ssd_nvme,2000_gb,326180.70000000007
gigabyte,b550,amd,amd_ryzen_5_7600x,patriot,16_gb,ddr5,4800_mhz,nvidia,gtx_1650,be_quiet!,air,cooler_master,mid_tower,corsair,650_wattage,ssd_nvme,1000_gb,75743.0
msi,h670,intel,intel_core_i9-13900k,adata,16_gb,ddr5,5200_mhz,nvidia,rtx_3060,stock_cooler,air,thermaltake,microatx,cooler_master,750_wattage,hdd,1000_gb,149044.0
